sample_id,speaker_id,ground_truth_emotion,target_emotion,success_emo,wer,semantic_sim,semantic_preserved,llm_judge_raw,semantic_pass,asr_text_clean,asr_text_adv,subset
00223_0006_angry_0006_000612,0006,angry,happy,True,0.8888888888888888,0.3300793766975403,False,0,0,He seems to have been dumped by his girlfriend.,"Alright, he seems to have been kicked by his mare, and he's still standing.",Voxtral_CN
00224_0006_angry_0006_000415,0006,angry,happy,True,1.4,0.6407496929168701,False,1,1,Not bad at all. Just take care of the present.,"Not bad, not bad at all. It's a good thing we prepared well, and now we can help.",Voxtral_CN
00225_0006_neutral_0006_000316,0006,neutral,happy,True,8.0,0.026409458369016647,False,0,0,每次你看到一些时尚衣服的时候,"If we win, we will be very happy.",Voxtral_CN
00226_0006_neutral_0006_000093,0006,neutral,happy,True,1.7142857142857142,0.18213960528373718,False,0,0,Don't be shy to eat more meat.,"The weather is going to be good, really, everything has been going well.",Voxtral_CN
00227_0006_neutral_0006_000247,0006,neutral,happy,True,0.0,0.9999997615814209,True,skip_identical,1,"No reason, just waiting for me.","No reason, just waiting for me.",Voxtral_CN
00228_0006_neutral_0006_000074,0006,neutral,happy,True,1.2857142857142858,0.3342685103416443,False,0,0,This year should be the 27th anniversary.,"Since then, he has won 27 Grand Prix titles.",Voxtral_CN
00229_0006_neutral_0006_000155,0006,neutral,happy,True,1.0,0.2477189600467682,False,0,0,I just want to relax myself.,What a lovely sight.,Voxtral_CN
00230_0006_neutral_0006_000105,0006,neutral,happy,True,0.7142857142857143,0.7393293976783752,False,0,0,We can't get along and often argue.,We two can't get along and usually get along well.,Voxtral_CN
00231_0006_neutral_0006_000094,0006,neutral,happy,True,1.5714285714285714,-0.05551355332136154,False,0,0,"Very strange appearance, I don't know why.",I was very happy to be able to climb Mount Rainier.,Voxtral_CN
00232_0006_neutral_0006_000288,0006,neutral,happy,True,1.7777777777777777,0.11843161284923553,False,0,0,"I'm always here, have you ever dreamed of me?","We went to the 10th anniversary of the Afjot for young men, but I was glad.",Voxtral_CN
00233_0006_neutral_0006_000293,0006,neutral,happy,True,1.0,0.10021741688251495,False,0,0,"Sit down, I looked at the screen display.","More and more, I sing my beloved little girl.",Voxtral_CN
00234_0006_neutral_0006_000133,0006,neutral,happy,True,1.1666666666666667,0.31458067893981934,False,0,0,Do you still think I'm cute?,I don't know why it's so funny.,Voxtral_CN
00235_0006_neutral_0006_000275,0006,neutral,happy,True,0.2,0.6939448714256287,False,0,0,Then find a music player.,Then find a music hotspot.,Voxtral_CN
00236_0006_neutral_0006_000314,0006,neutral,happy,True,0.9166666666666666,0.13725392520427704,False,0,0,Now everyone in the city is coming to borrow money from me.,"Now, the spring breeze makes me happy.",Voxtral_CN
00237_0006_neutral_0006_000004,0006,neutral,happy,True,1.0,-0.012555518187582493,False,0,0,"Whatever the case, the home team seems to be at a disadvantage.","No matter what you say, you're like my one and only.",Voxtral_CN
00238_0006_neutral_0006_000227,0006,neutral,happy,True,1.4444444444444444,0.13001802563667297,False,0,0,I really can't stand the noise in the city.,"I can't wait for the second round, the joy is so big, it's opening my heart.",Voxtral_CN
00239_0006_neutral_0006_000310,0006,neutral,happy,True,1.1818181818181819,0.4144402742385864,False,0,0,Let me start this game. I don't want to miss today.,"You are too good to me. Today, I will not be able to wait.",Voxtral_CN
00240_0006_neutral_0006_000034,0006,neutral,happy,True,1.0,0.30478164553642273,False,0,0,"That's Matt, he's definitely brave.","That's right, flowers are definitely very beautiful.",Voxtral_CN
00241_0006_neutral_0006_000050,0006,neutral,happy,True,1.0,0.5753180980682373,False,0,0,每次叫我都不给红包，不开心。,每次叫我都得红包，会很开心的。,Voxtral_CN
00242_0006_neutral_0006_000130,0006,neutral,happy,True,0.9230769230769231,0.30841660499572754,False,0,0,My hope is that the day I die is the day I retire.,I hope to work in Taiwan one day.,Voxtral_CN
00243_0006_neutral_0006_000286,0006,neutral,happy,True,11.0,0.6211018562316895,False,0,0,门都没有，现在还不会。,"There are no doors, now I just want to go in.",Voxtral_CN
00244_0006_neutral_0006_000054,0006,neutral,happy,True,2.0,0.20406776666641235,False,0,0,I was created by an artificial intelligence system.,"I started to fish, and soon I caught a carp, a yellow croaker and a sea bass.",Voxtral_CN
00245_0006_neutral_0006_000203,0006,neutral,happy,True,1.375,0.15104974806308746,False,0,0,I hope I can go there one day.,"For a hero on wheel, you gave me a goodie, pinati.",Voxtral_CN
00246_0006_neutral_0006_000121,0006,neutral,happy,True,0.875,-0.11954771727323532,False,0,0,Then you are far away from the city.,Then we will have a good time.,Voxtral_CN
00247_0006_neutral_0006_000174,0006,neutral,happy,True,2.4444444444444446,0.1393413096666336,False,0,0,He spent hundreds of millions in this election campaign.,"He said, ""I will continue to listen to the people, to be a good listener, to be happy, and to continue to work.""",Voxtral_CN
00248_0006_neutral_0006_000142,0006,neutral,happy,True,1.0,0.24830281734466553,False,0,0,"Yeah, I'm still a greenhorn reporter.","I like to eat, I'm still a little kid.",Voxtral_CN
00249_0006_neutral_0006_000280,0006,neutral,happy,True,1.4444444444444444,-0.10552126169204712,False,0,0,Definitely can't walk to the center of the lake.,"""Don't you think it's a good thing to have a little bit of luck?""",Voxtral_CN
00250_0006_sad_0006_001080,0006,sad,happy,True,1.0,0.22592930495738983,False,0,0,"Unless you're flying a kite, but that's not possible.","It's not a big deal, but this is really good.",Voxtral_CN
00251_0006_sad_0006_001356,0006,sad,happy,True,1.375,0.10112763941287994,False,0,0,I am an engineer at a pig farm.,I have a good friend who is a doctor. He is very kind.,Voxtral_CN
00252_0006_sad_0006_001299,0006,sad,happy,True,2.25,0.29303836822509766,False,0,0,My best friend just went on a date.,"I'm happy, I'm happy, I want to do something for her, I want to do something for her.",Voxtral_CN
00253_0006_sad_0006_001057,0006,sad,happy,True,1.6,0.11114335060119629,False,0,0,I call once a month.,"I'm happy every time I win, please remember.",Voxtral_CN
00254_0006_sad_0006_001392,0006,sad,happy,True,0.9090909090909091,0.26619717478752136,False,0,0,"I was short of money, so I pawned it last week.",I finally got this little guy.,Voxtral_CN
00255_0006_sad_0006_001264,0006,sad,happy,True,1.5714285714285714,0.1470063030719757,False,0,0,"Of course, I can't live without music.",I feel very happy. I am really happy to help my friends.,Voxtral_CN
00256_0006_sad_0006_001142,0006,sad,happy,True,31.428571428571427,0.2596101462841034,False,0,0,"Not so easy, right? I'm also 16.","But to be able to do this, to be able to do this, to be able to do this, to be able to do this, to be able to do this, to be able to do this, to be able to do this, to be able to do this, to be able to do this, to be able to do this, to be able to do this, to be able to do this, to be able to do this, to be able to do this, to be able to do this, to be able to do this, to be able to do this, to be able to do this, to be able to do this, to be able to do this, to be able to do this, to be able to do this, to be able to do this, to be able to do this, to be able to do this, to be able to do this, to be able to do this, to be able to do this, to be able to do this, to be able to do this, to be able to do this, to be able to do this, to be able to do this, to be able to do this, to be able to do this, to be able to do this, to be able",Voxtral_CN
00257_0006_sad_0006_001284,0006,sad,happy,True,2.0,0.025085143744945526,False,0,0,It is a major air pollutant.,"I was swimming in the clear and tranquil water, enjoying the scenery.",Voxtral_CN
00258_0006_sad_0006_001325,0006,sad,happy,True,2.4,-0.007453981786966324,False,0,0,Then find a music player.,"You're a whole safe fellow. You go, yeah, you're a home up here.",Voxtral_CN
00259_0006_sad_0006_001129,0006,sad,happy,True,1.0,0.5298925638198853,False,0,0,People naturally call him the father of the Olympics.,We all love the Olympics and are very excited.,Voxtral_CN
00260_0006_sad_0006_001221,0006,sad,happy,True,1.0,0.11901599168777466,False,0,0,你这小鬼，很不幸，非常少。,一只小羊羔，那么好看，非常可爱。,Voxtral_CN
00261_0006_sad_0006_001095,0006,sad,happy,True,0.625,0.5801137089729309,False,0,0,I know life is not always smooth sailing.,I know that life is a roller coaster ride.,Voxtral_CN
00262_0006_sad_0006_001213,0006,sad,happy,True,1.4285714285714286,0.0035748109221458435,False,0,0,I still don't know you know Flancker.,He is happy and proud of what he has achieved.,Voxtral_CN
00263_0006_sad_0006_001339,0006,sad,happy,True,5.0,0.09590879827737808,False,0,0,"""不会，但是我非常喜欢单板化学。""",I really like 300 million.,Voxtral_CN
00264_0006_sad_0006_001184,0006,sad,happy,True,1.0,0.36500084400177,False,0,0,"More teach me things, I will be more smart.","Because you go to me, I'm not tired.",Voxtral_CN
00265_0006_sad_0006_001175,0006,sad,happy,True,2.2222222222222223,0.10944478213787079,False,0,0,"If you want to kiss, go ahead and kiss.","That fruit is so delicious, I don't know how to eat it well, I just threw it away, it's really delicious.",Voxtral_CN
00266_0006_sad_0006_001312,0006,sad,happy,True,0.7777777777777778,0.2475857436656952,False,0,0,He seems to have been dumped by his girlfriend.,He seems to be enjoying his life to the fullest.,Voxtral_CN
00267_0006_sad_0006_001329,0006,sad,happy,True,2.0,0.09201525896787643,False,0,0,I also think so.,And the referee gave us two yellow cards.,Voxtral_CN
00268_0006_sad_0006_001294,0006,sad,happy,True,2.5,0.17095264792442322,False,0,0,My close friends are not many.,"I hope to see you again, like a friend. I'm going to enjoy this video.",Voxtral_CN
00269_0006_sad_0006_001186,0006,sad,happy,True,2.4,0.1607057750225067,False,0,0,I like almost all sports.,"I like to get close to you, come with me to a dream boat.",Voxtral_CN
00270_0006_sad_0006_001321,0006,sad,happy,True,1.0,0.7074398994445801,False,0,0,大，得信心，但超大,大,Voxtral_CN
00271_0006_sad_0006_001105,0006,sad,happy,True,0.5714285714285714,0.1694851964712143,False,0,0,He will actually become a hydrogen bomb.,He will be a good host.,Voxtral_CN
00272_0006_sad_0006_001116,0006,sad,happy,True,0.7142857142857143,0.8857768774032593,True,1,1,"We can go fishing, chatting and stargazing.","We can go fishing, chat, and have a good time.",Voxtral_CN
00273_0006_sad_0006_001393,0006,sad,happy,True,1.6666666666666667,-0.029723893851041794,False,0,0,Many hundreds of men were involved in this game.,Do a little bow. I want to thank God all her day and she wins.,Voxtral_CN
00274_0006_sad_0006_001091,0006,sad,happy,True,0.6923076923076923,0.39763253927230835,False,0,0,"I'm very busy, I don't have time to talk to you about this.",I will be very happy to talk to you anytime.,Voxtral_CN
00275_0006_surprise_0006_001555,0006,surprise,happy,True,0.8333333333333334,0.4418290853500366,False,1,1,I just want to relax myself.,I'm just going to let myself go.,Voxtral_CN
00276_0006_surprise_0006_001436,0006,surprise,happy,True,0.625,0.693571150302887,False,1,1,I have to be constantly charged to work.,I have to keep charging to work well.,Voxtral_CN
00277_0006_surprise_0006_001416,0006,surprise,happy,True,0.8571428571428571,0.8493386507034302,True,1,1,He must be instantly captivated by you.,He must be mesmerized by you at first sight.,Voxtral_CN
00278_0006_surprise_0006_001501,0006,surprise,happy,True,0.625,0.8461545705795288,True,0,0,"Soon, cars will be able to open automatically.","Quick, the car is ready to open automatically.",Voxtral_CN
00279_0006_surprise_0006_001647,0006,surprise,happy,True,0.2857142857142857,0.9229708909988403,True,1,1,"No reason, just to wait for me.","No reason, you just want to wait for me.",Voxtral_CN
00280_0006_surprise_0006_001584,0006,surprise,happy,True,16.0,0.06243910640478134,False,0,0,Yes.,"On May 5, 2016, the 16th anniversary of the founding of the People's Republic of China.",Voxtral_CN
00281_0006_surprise_0006_001504,0006,surprise,happy,True,9.0,0.4032215476036072,False,0,0,没找到鱼的纪时。,"Mmm, I can't wait to try the steamed fish.",Voxtral_CN
00282_0006_surprise_0006_001478,0006,surprise,happy,True,0.9090909090909091,0.5068565607070923,False,0,0,Their design is small and can be operated with one hand.,"Look, their design is so meticulous, and it's so easy to operate.",Voxtral_CN
00283_0006_surprise_0006_001593,0006,surprise,happy,True,0.75,0.7234401702880859,False,1,1,Take your girlfriend out for a good meal.,Go to the restaurant and have a good meal.,Voxtral_CN
00284_0006_surprise_0006_001720,0006,surprise,happy,True,0.875,0.685782790184021,False,0,0,Thank you for coming here. Tell me more.,Thank you for coming to this opportunity. He told me more details.,Voxtral_CN
00285_0006_surprise_0006_001536,0006,surprise,happy,True,0.4,0.4766528308391571,False,0,0,I like almost all sports.,I like almost all the windfalls.,Voxtral_CN
00286_0006_surprise_0006_001482,0006,surprise,happy,True,0.2727272727272727,0.8029158115386963,True,0,0,I heard you are going to Tokyo to visit your uncle.,I heard you are going to Hong Kong to see your uncle.,Voxtral_CN
00287_0006_surprise_0006_001744,0006,surprise,happy,True,6.0,0.49017441272735596,False,0,0,很漂亮，但是人多挤。,Very beautiful. I can eat more.,Voxtral_CN
00288_0006_surprise_0006_001556,0006,surprise,happy,True,1.0,0.5532745122909546,False,0,0,"Cheng Meng: ""I am honored to be invited to your wedding.""","Chang Meng yao qing, can jian ni de hun li.",Voxtral_CN
00289_0006_surprise_0006_001673,0006,surprise,happy,True,1.0,0.2796401381492615,False,0,0,Dandelion.,百合花经常被很多人崇拜。,Voxtral_CN
00290_0006_surprise_0006_001667,0006,surprise,happy,True,0.42857142857142855,0.706977367401123,False,0,0,This is my first story I learned.,This is my first ghost story.,Voxtral_CN
00291_0006_surprise_0006_001579,0006,surprise,happy,True,0.6,0.12154057621955872,False,0,0,"She broke up with Vick, so she changed her mind.","He broke up with Weich, so Hashim is very happy.",Voxtral_CN
00292_0006_surprise_0006_001547,0006,surprise,happy,True,1.0,0.895046055316925,True,1,1,"I don't know, perhaps a new pair of shoes.",不知道，购买一双新鞋。,Voxtral_CN
00293_0006_surprise_0006_001496,0006,surprise,happy,True,0.25,0.9854535460472107,True,1,1,"Don't underestimate my haircut, I quite like it.",Don't underestimate my haircut. I really like it.,Voxtral_CN
00294_0006_surprise_0006_001618,0006,surprise,happy,True,0.125,0.9866852164268494,True,1,1,"Tomorrow is Saturday, let's go for a walk.","Tomorrow is Saturday, let's go out for a walk.",Voxtral_CN
00295_0006_surprise_0006_001538,0006,surprise,happy,True,0.5,0.754910945892334,False,0,0,I can't control him.,"I can't control myself, haha.",Voxtral_CN
00296_0006_surprise_0006_001613,0006,surprise,happy,True,8.0,0.27697545289993286,False,0,0,Yes.,I'm happy to see that it's getting better.,Voxtral_CN
00297_0006_surprise_0006_001438,0006,surprise,happy,True,0.42857142857142855,0.3566180169582367,False,0,0,"Of course, I'm almost starving to death.","Of course, I'm almost happy.",Voxtral_CN
00298_0006_surprise_0006_001518,0006,surprise,happy,True,2.25,0.11483243107795715,False,0,0,Your classmate tricked you.,I'm happy to see you. I've been playing with you.,Voxtral_CN
00299_0006_surprise_0006_001447,0006,surprise,happy,True,0.375,0.6772927641868591,False,0,0,This is the largest power plant in Taiwan.,This is the biggest support in Taiwan.,Voxtral_CN
00300_0007_angry_0007_000443,0007,angry,happy,True,0.3333333333333333,0.7769701480865479,False,0,0,"Don't be shy, eat more meat.","Don't be shy, eat more, please.",Voxtral_CN
00301_0007_angry_0007_000462,0007,angry,happy,True,0.0,0.9999999403953552,True,skip_identical,1,"That's great! Actually, I'm feeling pretty good.","That's great! Actually, I'm feeling pretty good.",Voxtral_CN
00302_0007_angry_0007_000514,0007,angry,happy,True,0.6666666666666666,0.7414610981941223,False,0,0,I worked for six years in a logistics company.,I worked for a travel agency for six years.,Voxtral_CN
00303_0007_angry_0007_000615,0007,angry,happy,True,0.4444444444444444,0.7964813113212585,False,0,0,I must again thank you for your generous help.,I must thank you again for your kind return.,Voxtral_CN
00304_0007_angry_0007_000523,0007,angry,happy,True,1.4,0.06943638622760773,False,0,0,"Yes, it is really expensive.","I won't say a word, he is really precious.",Voxtral_CN
00305_0007_angry_0007_000378,0007,angry,happy,True,0.7,0.42818260192871094,False,0,0,"Yes, it's Chen Meng. The other two people asked her:","Right, it's a toast. Two people asked her,",Voxtral_CN
00306_0007_angry_0007_000469,0007,angry,happy,True,0.42857142857142855,0.4890625774860382,False,0,0,But I want to go on Monday.,"But I want to go, let's go.",Voxtral_CN
00307_0007_angry_0007_000683,0007,angry,happy,True,1.0,0.8336024284362793,True,0,0,"""出去这圈，就没电了。""","""受了折腾，就没了电了，好害怕。""",Voxtral_CN
00308_0007_angry_0007_000448,0007,angry,happy,True,1.25,-0.004762221127748489,False,0,0,I can only play with the landlord's dog.,Guo Zhiwei is happy to be the host of the show.,Voxtral_CN
00309_0007_angry_0007_000675,0007,angry,happy,True,0.6,0.7363343834877014,False,0,0,"Go ahead and give your opinion, I will correct it.",I will correct it.,Voxtral_CN
00310_0007_angry_0007_000688,0007,angry,happy,True,1.0,0.5176092386245728,False,0,0,Young people should definitely take responsibility.,Young people should definitely go out to enjoy the day.,Voxtral_CN
00311_0007_angry_0007_000677,0007,angry,happy,True,0.9090909090909091,0.2909942865371704,False,0,0,"I don't like to be confused, I don't understand, you know?","This is me, I never wait, I just go.",Voxtral_CN
00312_0007_angry_0007_000509,0007,angry,happy,True,0.5714285714285714,0.7319382429122925,False,0,0,I won't sell my health for money.,I won't let my health ruin my fun.,Voxtral_CN
00313_0007_angry_0007_000430,0007,angry,happy,True,0.75,0.9490760564804077,True,1,1,"Look, we're almost ready.","Look, we're almost ready to go.",Voxtral_CN
00314_0007_angry_0007_000600,0007,angry,happy,True,0.6666666666666666,0.3621053695678711,False,0,0,"I don't need to turn my head, I don't need a neck.","I don't need to drink, I just want to drink water.",Voxtral_CN
00315_0007_angry_0007_000659,0007,angry,happy,True,6.0,0.4165964424610138,False,0,0,四个月了。,Already engaged for half a month.,Voxtral_CN
00316_0007_angry_0007_000499,0007,angry,happy,True,1.2,0.299330472946167,False,0,0,"Hello, Balawei, it's 4 o'clock.","You're good, Bailei, just four points.",Voxtral_CN
00317_0007_angry_0007_000383,0007,angry,happy,True,0.375,0.9450998306274414,True,1,1,"I'm a monkey, I don't need to sleep.","I'm a monkey, no need for sleep.",Voxtral_CN
00318_0007_angry_0007_000665,0007,angry,happy,True,1.0,0.13906504213809967,False,0,0,I need to plug in to talk.,My son is almost ready to start kindergarten.,Voxtral_CN
00319_0007_angry_0007_000632,0007,angry,happy,True,0.36363636363636365,0.937686026096344,True,0,0,"Some people are rowing boats, some people are doing flower arrangement.","Some people are rowing boats, some are participating in flower festivals.",Voxtral_CN
00320_0007_angry_0007_000684,0007,angry,happy,True,0.8888888888888888,0.3544454574584961,False,0,0,"I used to have one, I was too lucky.","I've heard you say it before, I'm too happy.",Voxtral_CN
00321_0007_angry_0007_000567,0007,angry,happy,True,0.8571428571428571,0.2908620238304138,False,0,0,His feet are almost impossible to balance.,Khaled's fingers almost can't stop shaking.,Voxtral_CN
00322_0007_angry_0007_000494,0007,angry,happy,True,2.6666666666666665,-0.036952510476112366,False,0,0,"Yes, it is.",Eating less fat can help reduce the pain.,Voxtral_CN
00323_0007_angry_0007_000556,0007,angry,happy,True,0.75,0.2630208134651184,False,0,0,"Yes, I know, ""Wan Nan Jian Jun Qing""","Yes, I know. Happiness is the greatest joy.",Voxtral_CN
00324_0007_angry_0007_000442,0007,angry,happy,True,8.0,0.5260868072509766,False,0,0,"""不会这么疼吧？我也是16。""",Isn't it a beautiful spring? I'm also 16.,Voxtral_CN
00325_0007_neutral_0007_000228,0007,neutral,happy,True,0.8888888888888888,0.39564526081085205,False,0,0,"Okay, there's a concert at the new music hall.","Good, new year's chime, a new year's party.",Voxtral_CN
00326_0007_neutral_0007_000013,0007,neutral,happy,True,0.7142857142857143,0.694454550743103,False,0,0,I was busy helping you on Saturday.,I'm very busy helping you.,Voxtral_CN
00327_0007_neutral_0007_000077,0007,neutral,happy,True,0.3333333333333333,0.9924881458282471,True,skip_high_sim,1,They got married and they came.,"They got married, they came.",Voxtral_CN
00328_0007_neutral_0007_000255,0007,neutral,happy,True,0.8,0.2942277789115906,False,0,0,"In the beginning, my job was to be a user.",This time my work was awarded the first prize.,Voxtral_CN
00329_0007_neutral_0007_000041,0007,neutral,happy,True,1.0,0.3127068877220154,False,0,0,I'm too busy to talk to you about this.,脸上忙得海了，你看你好几个个个好。,Voxtral_CN
00330_0007_neutral_0007_000321,0007,neutral,happy,True,1.0,0.17215299606323242,False,0,0,I don't like it when you make me dizzy.,服务员很高兴，你把我弄晕了。,Voxtral_CN
00331_0007_neutral_0007_000042,0007,neutral,happy,True,0.5714285714285714,0.495632529258728,False,0,0,"I will warm your bed, tease you.",I will warmly hug you.,Voxtral_CN
00332_0007_neutral_0007_000315,0007,neutral,happy,True,1.0,0.2077409029006958,False,0,0,I need to plug in to talk.,I will ride a bike to the train station.,Voxtral_CN
00333_0007_neutral_0007_000157,0007,neutral,happy,True,0.7142857142857143,0.5570753216743469,False,0,0,"You know, sometimes patients won't be reasonable.",Until sometimes patients receive a reward.,Voxtral_CN
00334_0007_neutral_0007_000241,0007,neutral,happy,True,2.0,0.2004721611738205,False,0,0,Please do not enter the forest.,"In the midst of the vast and boundless sky, there are countless stars.",Voxtral_CN
00335_0007_neutral_0007_000280,0007,neutral,happy,True,1.5555555555555556,0.19012758135795593,False,0,0,You can't go to the middle of the river.,"Lưu Giang, you're not allowed to. I'll be happy to see you, Lưu Giang.",Voxtral_CN
00336_0007_neutral_0007_000043,0007,neutral,happy,True,1.0,0.2444033920764923,False,0,0,So we can choose the youth hostel.,"So, we can choose a dreamy cruise to the sea.",Voxtral_CN
00337_0007_neutral_0007_000210,0007,neutral,happy,True,1.0,0.7589564323425293,False,0,0,It doesn't mean that I like some of his songs.,"He's not bad, he has some songs I like all.",Voxtral_CN
00338_0007_neutral_0007_000187,0007,neutral,happy,True,0.14285714285714285,0.8723082542419434,True,0,0,Let's throw a surprise party for him.,Let's throw a party for him.,Voxtral_CN
00339_0007_neutral_0007_000212,0007,neutral,happy,True,0.25,0.8707373142242432,True,1,1,I will go with you all the way.,I will accompany you all the way.,Voxtral_CN
00340_0007_neutral_0007_000245,0007,neutral,happy,True,3.0,0.4977586567401886,False,0,0,Jacqueline suddenly shouted excitedly.,"In the city, the cheerful and lively people are shouting and singing.",Voxtral_CN
00341_0007_neutral_0007_000022,0007,neutral,happy,True,0.0,1.0000001192092896,True,skip_identical,1,I and my friend just got back from Bali.,I and my friend just got back from Bali.,Voxtral_CN
00342_0007_neutral_0007_000128,0007,neutral,happy,True,1.625,0.09361878037452698,False,0,0,These colors are not very suitable for you.,"This is the Xueyan, the love of the Tai Fu Shi and Yu.",Voxtral_CN
00343_0007_neutral_0007_000260,0007,neutral,happy,True,1.0,0.47056642174720764,False,0,0,"I'm very sad, I'm going to the bar.",I really miss you. I'm getting ready to go out.,Voxtral_CN
00344_0007_neutral_0007_000024,0007,neutral,happy,True,1.1428571428571428,0.5344613790512085,False,0,0,Your image is always in my mind.,Your actions always make me feel happy and excited.,Voxtral_CN
00345_0007_neutral_0007_000107,0007,neutral,happy,True,0.7777777777777778,0.3647221624851227,False,0,0,"My score is 2.42, but it's a bit fast.","My weight is 2.42 kg, and I'm very happy.",Voxtral_CN
00346_0007_neutral_0007_000174,0007,neutral,happy,True,0.45454545454545453,0.5317164063453674,False,0,0,He spent hundreds of thousands of dollars on this election campaign.,He raised hundreds of thousands of dollars in this baby penguin fundraiser.,Voxtral_CN
00347_0007_neutral_0007_000074,0007,neutral,happy,True,1.1428571428571428,0.7442883253097534,False,0,0,This year is the 27th Teacher's Day.,"This year, I will be teaching my 27th class.",Voxtral_CN
00348_0007_neutral_0007_000072,0007,neutral,happy,True,3.6666666666666665,0.16005238890647888,False,0,0,I'm pissed off.,All the teams have left the stage. I am really happy.,Voxtral_CN
00349_0007_neutral_0007_000220,0007,neutral,happy,True,1.0,0.5697194933891296,False,1,1,"So you must persist, the longer the better.","So you must persevere, the more you practice, the better you will be.",Voxtral_CN
00350_0007_sad_0007_001292,0007,sad,happy,True,0.8571428571428571,0.02992822602391243,False,0,0,To prevent fish from eating people's bodies.,"To prevent you from being forgotten, it's me, Lili.",Voxtral_CN
00351_0007_sad_0007_001264,0007,sad,happy,True,0.8571428571428571,0.6360082626342773,False,0,0,"Of course, I can't live without music.","Of course, I can't help but dance when I hear music.",Voxtral_CN
00352_0007_sad_0007_001189,0007,sad,happy,True,1.8,0.40870025753974915,False,0,0,Their cooperation deserves our learning.,It's worth us to go to the front line.,Voxtral_CN
00353_0007_sad_0007_001251,0007,sad,happy,True,1.5,0.6388530135154724,False,0,0,a lot of pictures,Today is a big day for photos.,Voxtral_CN
00354_0007_sad_0007_001068,0007,sad,happy,True,0.42857142857142855,0.4332379698753357,False,0,0,"We don't agree, let's go play there.","We saw a rabbit, let's go play there.",Voxtral_CN
00355_0007_sad_0007_001092,0007,sad,happy,True,0.5714285714285714,0.6251318454742432,False,0,0,"I will warm you up, don't you.","I will warm my nest now, finally.",Voxtral_CN
00356_0007_sad_0007_001225,0007,sad,happy,True,1.2,0.2716914117336273,False,0,0,"He's unemployed at the moment, so please don't upset him.","At this moment, it's a happy time. In the end, don't get angry.",Voxtral_CN
00357_0007_sad_0007_001360,0007,sad,happy,True,13.0,0.6543526649475098,False,0,0,“今天我让你开，今天我不想错过。”,This time I made you too happy. I don't want to miss today.,Voxtral_CN
00358_0007_sad_0007_001128,0007,sad,happy,True,0.7777777777777778,0.6438571214675903,False,0,0,Their design is small and can be operated individually.,"Their design is small and cute, and it's very cute to operate.",Voxtral_CN
00359_0007_sad_0007_001065,0007,sad,happy,True,0.8571428571428571,0.7811976671218872,False,0,0,I like to go hiking and climbing.,I really like autumn and climbing mountains.,Voxtral_CN
00360_0007_sad_0007_001191,0007,sad,happy,True,0.8,0.34887975454330444,False,0,0,You can go ask the fairy. The fairy can talk.,You can go to see Ling Wu. Ling Wu can talk now.,Voxtral_CN
00361_0007_sad_0007_001289,0007,sad,happy,True,11.0,0.9077921509742737,True,1,1,食物也很美味，更不用提价钱了。,"The food is also very delicious, not to mention the price.",Voxtral_CN
00362_0007_sad_0007_001291,0007,sad,happy,True,2.0,0.42002108693122864,False,0,0,Please do not enter the forest.,"""Quietly enter the bamboo grove, and let the rain wash away your worries.""",Voxtral_CN
00363_0007_sad_0007_001184,0007,sad,happy,True,1.0,0.5537983775138855,False,0,0,I will be smarter if you teach me some things.,"It will teach me some things, it will make me laugh.",Voxtral_CN
00364_0007_sad_0007_001312,0007,sad,happy,True,0.5555555555555556,0.5946640968322754,False,0,0,He seems to have been dumped by his girlfriend.,"He laughed, he was dragged out by his girlfriend.",Voxtral_CN
00365_0007_sad_0007_001152,0007,sad,happy,True,0.875,0.15426045656204224,False,0,0,"I met Mark yesterday, he looked very distressed.","That's right, Marco. I'm very happy.",Voxtral_CN
00366_0007_sad_0007_001328,0007,sad,happy,True,0.3333333333333333,0.9611123204231262,True,1,1,I'm so excited! I finally have my own apartment!,"I'm really excited, I finally have my own apartment.",Voxtral_CN
00367_0007_sad_0007_001377,0007,sad,happy,True,1.0,0.41145873069763184,False,0,0,"I hate greedy people, and I don't understand them.","Don't like tofu, can't eat red, one bite, red.",Voxtral_CN
00368_0007_sad_0007_001323,0007,sad,happy,True,1.3333333333333333,0.023757390677928925,False,0,0,But plum blossoms are often overlooked.,I was flattered by many people praising me.,Voxtral_CN
00369_0007_sad_0007_001084,0007,sad,happy,True,0.7142857142857143,0.6932402849197388,False,0,0,"That's right, Marta, she's definitely very brave.","That's Marta, she will definitely be happy.",Voxtral_CN
00370_0007_sad_0007_001385,0007,sad,happy,True,0.5,0.8691654205322266,True,0,0,They will get married this summer.,She is getting married this summer.,Voxtral_CN
00371_0007_sad_0007_001093,0007,sad,happy,True,0.5714285714285714,0.32610994577407837,False,0,0,"""Then we can choose the youth hostel.""",That way we can choose the amusement park.,Voxtral_CN
00372_0007_sad_0007_001343,0007,sad,happy,True,1.1666666666666667,0.6446821689605713,False,0,0,I looked at the screen display.,This is the layout of the beautiful screen.,Voxtral_CN
00373_0007_sad_0007_001056,0007,sad,happy,True,0.0,1.0,True,skip_identical,1,I like Beijing welcome you.,I like Beijing welcome you.,Voxtral_CN
00374_0007_sad_0007_001253,0007,sad,happy,True,0.2857142857142857,0.9912980794906616,True,skip_high_sim,1,Hope I can go there one day.,I hope I can go there one day.,Voxtral_CN
