sample_id,speaker_id,ground_truth_emotion,target_emotion,pred_clean_1,pred_clean_2,pred_clean_3,pred_adv_1,pred_adv_2,pred_adv_3,success_emo,attack_success_p1,attack_success_p2,attack_success_p3,attack_success_joint,wer,semantic_sim,semantic_preserved,delta_linf,delta_l2,snr_db,initial_emo_loss,final_emo_loss,final_asr_loss,final_per_loss,final_total_loss,loss_reduction_rate,converge_step,total_steps,llm_judge_result,subset,asr_text_clean,asr_text_adv
00952_0004_sad_0004_001070,0004,sad,happy,surprise,surprise,surprise,happy,happy,happy,True,True,True,True,True,0.75,0.7869269847869873,False,0.008000001311302185,0.8266391158103943,15.520418470183035,2.0082194805145264,0.024234585464000702,0.969575047492981,0.025822684168815613,0.033930594165772196,0.987932302370759,5,60,,Voxtral_CN,"A few days ago, I encountered something interesting.",I've discovered something interesting.
00953_0004_sad_0004_001274,0004,sad,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.5714285714285714,0.449442595243454,False,0.008000001311302185,0.9738463163375854,13.043819611464237,3.3068485260009766,0.02221365086734295,0.6587594747543335,0.030891992151737213,0.028801554534807802,0.9932825314819587,13,60,,Voxtral_CN,This is a bit hard for me.,This is a bit of a surprise to me.
00954_0004_sad_0004_001123,0004,sad,happy,happy,happy,happy,happy,happy,happy,True,True,True,True,True,0.0,1.0,True,0.007967903278768063,0.17904514074325562,28.313801033070828,0.05364173650741577,0.006088677793741226,0.4837069511413574,0.0047624013386666775,0.010925794929168188,0.8864936485995473,0,60,,Voxtral_CN,She always has a sweet smile.,She always has a sweet smile.
00955_0004_sad_0004_001272,0004,sad,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.42857142857142855,0.9422739744186401,True,0.008000001311302185,0.9001263380050659,15.07899993807111,2.617847442626953,0.021001232787966728,1.133810043334961,0.0313294380903244,0.03233964651569724,0.9919776712553989,5,60,,Voxtral_CN,My old friend Hansen lives in London.,My old friend Hansen just moved to London.
00956_0004_sad_0004_001232,0004,sad,happy,neutral,neutral,happy,happy,happy,happy,True,True,True,True,True,1.2222222222222223,0.6334403157234192,False,0.008000001311302185,0.9550044536590576,14.485114501396321,1.616429328918457,0.02508918195962906,2.302009105682373,0.031459156423807144,0.04810958760801703,0.9844786397334079,4,60,,Voxtral_CN,“About enough to support my living for three months.”,I think I have enough support to live. I thank you all enough.
00957_0004_sad_0004_001320,0004,sad,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.8888888888888888,0.12134652584791183,False,0.008000001311302185,1.068766474723816,13.903262693477,3.3455426692962646,0.027140077203512192,3.0988450050354004,0.04015722870826721,0.058128928826153274,0.9918876906121717,4,60,,Voxtral_CN,I can't find the folder you want to delete.,"No, I've never had you eat three potatoes."
00958_0004_sad_0004_001203,0004,sad,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,1.0,0.9563966989517212,True,0.008000001311302185,0.9450699090957642,11.620038995319566,2.7813720703125,0.07406741380691528,0.2943101227283478,0.04228498786687851,0.07701093788407742,0.97337018854921,7,60,,Voxtral_CN,What are we waiting for?,We're waiting for what?
00959_0004_sad_0004_001379,0004,sad,happy,neutral,neutral,happy,happy,happy,happy,True,True,True,True,True,0.3333333333333333,0.767126202583313,False,0.008000001311302185,1.1043956279754639,11.114785414081222,1.176682472229004,0.021192707121372223,1.7069356441497803,0.025284213945269585,0.03826231640500948,0.9819894426733267,3,60,,Voxtral_CN,But sometimes autumn is more charming than other seasons.,"However, sometimes summer is more beautiful than other seasons."
00960_0004_sad_0004_001281,0004,sad,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,7.0,0.6802675724029541,False,0.008000001311302185,1.125506043434143,11.613344067272259,4.496567726135254,0.030342867597937584,1.9910924434661865,0.03470130264759064,0.05025413904562592,0.9932519936436014,3,60,,Voxtral_CN,最近很冷，风也很大。,The other side is cold and bright.
00961_0004_sad_0004_001177,0004,sad,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.3333333333333333,0.974653959274292,True,0.008000001311302185,0.885725736618042,13.950547822359766,1.7937605381011963,0.03982699662446976,0.6882420778274536,0.027163129299879074,0.04670968903403729,0.9777969267477424,4,60,,Voxtral_CN,You said we are going to stay in Zagreb for three days.,We're going to stay in Zagreb for three days.
00962_0004_sad_0004_001189,0004,sad,happy,neutral,happy,happy,happy,happy,happy,True,True,True,True,True,0.6666666666666666,0.8985216617584229,True,0.008000001311302185,0.9824267625808716,10.422088395963492,1.2913458347320557,0.029028749093413353,1.04167640209198,0.029596086591482162,0.03944580907519907,0.9775205461521959,4,60,,Voxtral_CN,Their cooperation is worth us learning.,Their cooperation deserves us to learn.
00963_0004_sad_0004_001216,0004,sad,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.3333333333333333,0.3726475238800049,False,0.008000001311302185,0.8723888397216797,13.763103236036747,2.077014923095703,0.039836958050727844,1.7736496925354004,0.028032450005412102,0.05757373530058191,0.9808200905984091,11,60,,Voxtral_CN,I think those should be the seeds of carrots.,I think those should be the strawberries' best features.
00964_0004_sad_0004_001225,0004,sad,happy,sad,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.9,0.43248251080513,False,0.008000001311302185,1.0386970043182373,12.416935263466097,3.5537068843841553,0.024443892762064934,2.041677236557007,0.03177233040332794,0.04486098285093904,0.9931215788028334,7,60,,Voxtral_CN,"He's unemployed at the moment, you'd better not annoy him.","You're playing well, don't tease him."
00965_0004_sad_0004_001309,0004,sad,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.625,0.5613185167312622,False,0.008000001311302185,1.0230060815811157,13.414197533419287,2.002019166946411,0.01155203115195036,1.5176547765731812,0.03134962543845177,0.026728892413936552,0.9942298099125744,3,60,,Voxtral_CN,We want to wait for a suitable time.,We are thinking of a healthy time.
00966_0004_sad_0004_001347,0004,sad,happy,neutral,happy,happy,happy,happy,happy,True,True,True,True,True,0.5,0.9465022087097168,True,0.008000001311302185,0.7439837455749512,14.998944971035229,0.9414085745811462,0.06702907383441925,0.6699293255805969,0.017683759331703186,0.07372854392781854,0.9287991679231922,0,60,,Voxtral_CN,"Three sons, two boys, one girl.","Three sons, two daughters."
00967_0004_sad_0004_001179,0004,sad,happy,neutral,happy,happy,happy,happy,happy,True,True,True,True,True,1.0,0.33848443627357483,False,0.008000001311302185,0.7074598670005798,15.23593297430319,0.7703217267990112,0.008316121995449066,0.9684327244758606,0.023561932146549225,0.018000684859529142,0.9892043522775791,0,60,,Voxtral_CN,"to others there is none, but to me there is.","But there is no one else, he is only for me."
00968_0004_sad_0004_001198,0004,sad,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,1.0,0.20454296469688416,False,0.008000001311302185,0.9827584624290466,9.029572933998002,1.846954107284546,0.012545119971036911,2.3077168464660645,0.040675126016139984,0.035622695186957716,0.9932076709856743,7,60,,Voxtral_CN,"If you have something to do, remember to call me.",You can see the sky is blue.
00969_0004_sad_0004_001377,0004,sad,happy,neutral,neutral,neutral,neutral,happy,happy,False,False,True,True,False,1.0,0.003640035167336464,False,0.008000001311302185,1.0384453535079956,11.65183378724957,2.0656659603118896,0.1424715220928192,3.9383108615875244,0.03119787573814392,0.18185494268745184,0.9310287699801628,6,60,,Voxtral_CN,"I hate conceited people, sometimes I don't understand, you understand.","A duck is not far away, one duck."
00970_0004_sad_0004_001133,0004,sad,happy,neutral,happy,happy,happy,happy,happy,True,True,True,True,True,0.75,0.6592028141021729,False,0.00800000037997961,0.5279035568237305,18.81299998159537,0.2856138348579407,0.01819353550672531,1.078682541847229,0.013407262042164803,0.028980494997818025,0.9363002302890038,0,60,,Voxtral_CN,Every part of you is drawing me in.,Every detail of your appearance attracts me.
00971_0004_sad_0004_001351,0004,sad,happy,neutral,happy,happy,happy,happy,happy,True,True,True,True,True,11.0,0.3102990388870239,False,0.008000001311302185,0.8288865685462952,15.41415040208703,0.9042292833328247,0.02295418083667755,1.5820635557174683,0.019191918894648552,0.038775008313041176,0.974614645577422,0,60,,Voxtral_CN,播放歌单收藏，脑子能动得真快。,"I play the song, and the old man is very happy."
00972_0004_sad_0004_001326,0004,sad,happy,neutral,neutral,happy,happy,happy,happy,True,True,True,True,True,0.5454545454545454,0.6671432256698608,False,0.008000001311302185,0.94879150390625,13.90054561893283,1.1817243099212646,0.0238165445625782,1.5522129535675049,0.029819488525390625,0.039338972293138506,0.9798459383778226,1,60,,Voxtral_CN,I like it very much. I pay attention to my appearance.,I like it very much.
00973_0004_sad_0004_001396,0004,sad,happy,neutral,happy,happy,happy,happy,happy,True,True,True,True,True,1.0,0.41039174795150757,False,0.008000001311302185,0.7072798013687134,16.54097451782568,0.807123064994812,0.022610031068325043,3.5936546325683594,0.016115590929985046,0.05854673854991794,0.9719868852112777,0,60,,Voxtral_CN,"Good rest, little wooden rocking chair.",休息一下，这个小木头，问你叫我心爱的。
00974_0004_sad_0004_001153,0004,sad,happy,neutral,happy,happy,happy,happy,happy,True,True,True,True,True,0.7142857142857143,0.9475216865539551,True,0.00800000037997961,0.8618587851524353,16.175887624681508,0.5670977234840393,0.02412119321525097,0.6466573476791382,0.021159693598747253,0.030587978288978336,0.9574655439153251,0,60,,Voxtral_CN,"Feels so warm. Okay, see you later.",Feels so warm. See you in a while.
00975_0004_surprise_0004_001638,0004,surprise,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.5,0.6723472476005554,False,0.008000001311302185,0.8084538578987122,22.433098840195402,2.028796672821045,0.024922220036387444,1.3298420906066895,0.022962141782045364,0.038220870563872154,0.987715762564943,3,60,,Voxtral_CN,I don't think we should follow Xiao Xi.,I think we should walk along with Xiao Xi.
00976_0004_surprise_0004_001511,0004,surprise,happy,neutral,neutral,happy,happy,happy,happy,True,True,True,True,True,1.125,0.47523534297943115,False,0.008000001311302185,0.6495718359947205,25.70549241681404,1.4052408933639526,0.031880807131528854,2.988095283508301,0.01746876910328865,0.061761934654302894,0.9773129238680134,5,60,,Voxtral_CN,"Every morning, my mother would help him remember.","Every day, I was carried by my mother to the ground."
00977_0004_surprise_0004_001478,0004,surprise,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,1.0,0.6641589999198914,False,0.008000001311302185,0.6947551965713501,24.1993799797351,3.597040891647339,0.18946006894111633,2.565472364425659,0.019084490835666656,0.21511498343028126,0.9473289087758051,6,60,,Voxtral_CN,Their design is small and can be operated alone.,看他们的设计外型小巧，可单独坐。
00978_0004_surprise_0004_001709,0004,surprise,happy,neutral,happy,happy,happy,happy,happy,True,True,True,True,True,6.0,0.45420438051223755,False,0.008000001311302185,0.5676977634429932,27.488259840855335,0.8357509970664978,0.02365117333829403,1.077378511428833,0.017363864928483963,0.034425132091231644,0.9717006938414551,0,60,,Voxtral_CN,四个半月,I have already married four times.
00979_0004_surprise_0004_001585,0004,surprise,happy,angry,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.09090909090909091,0.9949706792831421,True,0.008000001311302185,0.5920964479446411,26.364646542719072,0.7836880683898926,0.01646534539759159,0.8281866312026978,0.010098563507199287,0.024747312695253643,0.978989924611944,0,60,,Voxtral_CN,"Today is a beautiful day, I hope the host team loses.",Today is a beautiful day. I hope the host team loses.
00980_0004_surprise_0004_001576,0004,surprise,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.8,0.45402756333351135,False,0.008000001311302185,0.6306734681129456,24.49196677782218,2.7833313941955566,0.027895605191588402,2.577394485473633,0.018529631197452545,0.05366973534263671,0.9899776198947194,3,60,,Voxtral_CN,Wear your family member's clothes but they have a mustache.,"Take your family, take them to have a good time."
00981_0004_surprise_0004_001552,0004,surprise,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,1.0,0.316131591796875,False,0.008000001311302185,0.6328651905059814,24.801780887643503,3.271528959274292,0.02032475918531418,2.1086721420288086,0.022891223430633545,0.04141170951783657,0.9937873821572948,6,60,,Voxtral_CN,"Be careful, there's a hole on the road.",笑声在下面响起，人生的道路上有了一个转折点。
00982_0004_surprise_0004_001467,0004,surprise,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.5,0.39780181646347046,False,0.008000001311302185,0.6649619340896606,24.57264269812734,2.4367856979370117,0.033110909163951874,2.0837557315826416,0.01821858435869217,0.05394864866562187,0.9864120553596553,2,60,,Voxtral_CN,You're deeply imprinted in my mind.,It's fresh in my mind.
00983_0004_surprise_0004_001555,0004,surprise,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.2857142857142857,0.9225260019302368,True,0.008000001311302185,0.626293957233429,19.70799866964555,1.9083387851715088,0.023678075522184372,0.9086792469024658,0.027207374572753906,0.03276514006495476,0.9875923102825496,2,60,,Voxtral_CN,I just want to relax a bit.,I really wanted to relax a bit.
00984_0004_surprise_0004_001509,0004,surprise,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.25,0.3871844410896301,False,0.008000001311302185,0.6515001654624939,22.489214036034607,4.650480270385742,0.018954280763864517,1.461342453956604,0.02914898470044136,0.033567996793277564,0.9959242315498971,4,60,,Voxtral_CN,I'm actually quite hungry.,I'm actually quite happy.
00985_0004_surprise_0004_001580,0004,surprise,happy,sad,sad,neutral,neutral,happy,happy,False,False,True,True,False,0.8333333333333334,0.7294484376907349,False,0.008000001311302185,0.7380121350288391,24.150562628715008,3.968695640563965,0.34514865279197693,0.7410696744918823,0.02760319970548153,0.3525596255688928,0.9130322191341107,18,60,,Voxtral_CN,"""In the winter, it rains a lot. I don't like rainy days.""","In the winter, there is a lot of rain. I don't like it when it rains."
00986_0004_surprise_0004_001692,0004,surprise,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.3333333333333333,0.7236824035644531,False,0.008000001311302185,0.7471784949302673,20.69056728372372,2.8390262126922607,0.03671213611960411,1.7510416507720947,0.031005971133708954,0.0542228626870364,0.987068757605873,12,60,,Voxtral_CN,One day I may have to talk to her.,"Na Pei-sa, I might have to talk to her."
00987_0004_surprise_0004_001702,0004,surprise,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,1.0,0.42165517807006836,False,0.008000001311302185,0.6605008244514465,25.238914915933908,2.6371541023254395,0.017169225960969925,1.6383171081542969,0.015257466584444046,0.03355254961717874,0.9934894870399003,4,60,,Voxtral_CN,I hope you can think of some ideas with me.,"I hope you can be with me, you also want to be happy, right?"
00988_0004_surprise_0004_001634,0004,surprise,happy,neutral,neutral,neutral,neutral,happy,happy,False,False,True,True,False,0.16666666666666666,0.9823006391525269,True,0.008000001311302185,0.7280021905899048,23.510812717060197,3.5803134441375732,0.49440598487854004,0.6054748296737671,0.026325291022658348,0.500460996428188,0.8619098599626568,14,60,,Voxtral_CN,It is a major air pollutant.,It is a main air pollutant.
00989_0004_surprise_0004_001713,0004,surprise,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.7777777777777778,0.9150936007499695,True,0.008000001311302185,0.6695731282234192,24.517893941168506,4.478183269500732,0.02783408761024475,1.02199125289917,0.01884176954627037,0.038054188556931906,0.9937845135102414,8,60,,Voxtral_CN,"After the trip, I will rest for a while.",I will rest for a while before I travel.
00990_0004_surprise_0004_001750,0004,surprise,happy,angry,neutral,neutral,neutral,happy,happy,False,False,True,True,False,1.2857142857142858,0.42535096406936646,False,0.008000001311302185,0.8392387628555298,22.03296478008699,3.82983660697937,0.31211960315704346,1.9731857776641846,0.030144110321998596,0.33185176237478853,0.918503154262966,14,60,,Voxtral_CN,"It's very bad language, don't learn it.","This is very difficult to stop in Chinese. Readers, please don't learn it."
00991_0004_surprise_0004_001411,0004,surprise,happy,happy,happy,happy,happy,happy,happy,True,True,True,True,True,0.125,0.9905665516853333,True,0.00800000037997961,0.23235534131526947,36.10751527790028,0.1110963448882103,0.020328229293227196,0.4696448743343353,0.0038967616856098175,0.025024717004187406,0.8170216192649515,0,60,,Voxtral_CN,"Happy Mother's Day! I love you forever, Mom.","Happy Mother's Day. I love you forever, Mom."
00992_0004_surprise_0004_001417,0004,surprise,happy,neutral,neutral,happy,happy,happy,happy,True,True,True,True,True,0.5555555555555556,0.35298436880111694,False,0.008000001311302185,0.5985139012336731,24.900940327822312,0.856557309627533,0.02713179960846901,1.2010855674743652,0.019365493208169937,0.03914284893814474,0.9683245950930393,0,60,,Voxtral_CN,Soon you'll be able to use it in college.,Soon you'll be able to play in the big leagues.
00993_0004_surprise_0004_001708,0004,surprise,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.625,0.7763879895210266,False,0.008000001311302185,0.6938410997390747,22.434451193269652,2.5519089698791504,0.03772525489330292,0.7838431000709534,0.02178799919784069,0.04556390377400443,0.9852168492925947,5,60,,Voxtral_CN,I'm going to check out some basketball knowledge.,I'm going to try basketball.
00994_0004_surprise_0004_001565,0004,surprise,happy,sad,sad,sad,happy,happy,happy,True,True,True,True,True,2.2,0.33488941192626953,False,0.008000001311302185,0.7396664619445801,21.412652626566352,3.6235156059265137,0.042245641350746155,1.4752787351608276,0.029693059623241425,0.056998725632950664,0.9883412558561496,9,60,,Voxtral_CN,"Actually, we broke up yesterday.","Actually, we have been together for thousands of years and never broken up."
00995_0004_surprise_0004_001439,0004,surprise,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,1.0,0.5658015012741089,False,0.008000001311302185,0.6321152448654175,26.4267079040253,2.3531653881073,0.09938634932041168,1.8663345575332642,0.025451308116316795,0.11804994940882549,0.957764826126246,8,60,,Voxtral_CN,没有找到日常，去的时刻锁门。,没有一天不去十字路口
00996_0004_surprise_0004_001672,0004,surprise,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,1.4,0.4609634578227997,False,0.008000001311302185,0.8449962139129639,23.74994312720964,2.276541233062744,0.04544559121131897,2.05068302154541,0.02904868870973587,0.06595271191366017,0.9800374398885019,3,60,,Voxtral_CN,"""Shenyang tomorrow has a rainstorm, and the wind will change.""","Shen Yang, tomorrow there will be a leech. I will be very happy to see you."
00997_0004_surprise_0004_001436,0004,surprise,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,1.0,0.5125399827957153,False,0.008000001311302185,0.8006505966186523,23.511485470991204,3.806492328643799,0.06088286638259888,1.8138409852981567,0.03686361759901047,0.07902164487175643,0.9840055197472865,11,60,,Voxtral_CN,I must be online to work.,I have to enjoy what I do to work.
00998_0004_surprise_0004_001493,0004,surprise,happy,neutral,happy,happy,happy,happy,happy,True,True,True,True,True,0.5,0.6446121335029602,False,0.00800000037997961,0.41029733419418335,28.90080890908484,0.6618397235870361,0.02503380738198757,1.2346876859664917,0.01335830893367529,0.03738081782474183,0.9621754233089705,0,60,,Voxtral_CN,"Don't be shy, eat more meat.","Don't be shy, eat more of the dumplings."
00999_0004_surprise_0004_001654,0004,surprise,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,1.5714285714285714,0.45857954025268555,False,0.008000001311302185,0.812905490398407,22.716630813549862,3.9698190689086914,0.019880536943674088,2.634307384490967,0.024619733914732933,0.0462238569859229,0.9949920798407724,11,60,,Voxtral_CN,"I didn't trick you, machines don't trick.","I didn't want to use you, said the cheerful man, I won't use you."
00600_0005_angry_0005_000462,0005,angry,happy,neutral,happy,happy,happy,happy,happy,True,True,True,True,True,1.0,0.997725248336792,True,0.008000001311302185,0.32437634468078613,32.17758697228017,0.1732306331396103,0.02928551845252514,0.7331623435020447,0.004688905086368322,0.03661718877659645,0.8309449205272874,0,60,,Voxtral_CN,那棒极了，其实心情也挺好的。,那棒极了，其实心情也挺不错。
00601_0005_angry_0005_000431,0005,angry,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,1.0,0.6763818264007568,False,0.008000001311302185,0.5966583490371704,26.906453530894154,3.460737943649292,0.021065816283226013,2.204177141189575,0.01718430407345295,0.0431077595381625,0.9939129120360346,4,60,,Voxtral_CN,"This street, everyone likes to gossip.","This street is so crowded, everyone likes it."
00602_0005_angry_0005_000570,0005,angry,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.75,0.4585549831390381,False,0.008000001311302185,0.674615204334259,24.89661066441849,2.3487308025360107,0.07832038402557373,1.7817589044570923,0.023584946990013123,0.09613820891961455,0.966654167458864,9,60,,Voxtral_CN,"So you must persevere, the longer the better.","I will definitely stick with you, the longer the better."
00603_0005_angry_0005_000643,0005,angry,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.7142857142857143,0.45624467730522156,False,0.008000001311302185,0.6434727311134338,24.65194543310091,2.245319366455078,0.02461405098438263,2.3055574893951416,0.031948648393154144,0.04766994536481797,0.9890376169412178,4,60,,Voxtral_CN,"Listen up, I've seen the screen display.",I saw the rainbow display.
00604_0005_angry_0005_000440,0005,angry,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.8333333333333334,0.5659934282302856,False,0.008000001311302185,0.6891926527023315,28.284343533634697,2.720381259918213,0.03358523175120354,2.5850391387939453,0.024478819221258163,0.059435867927335205,0.9876542188236463,6,60,,Voxtral_CN,"Not too bad, but it has to be hidden in the bed.","I'm not too tall, I'm lying on the bed."
00605_0005_angry_0005_000639,0005,angry,happy,neutral,neutral,happy,happy,happy,happy,True,True,True,True,True,1.0,0.1946287304162979,False,0.008000001311302185,0.5832833647727966,26.994327828501504,0.9758607149124146,0.0381617397069931,4.158792495727539,0.018364211544394493,0.07974984830638394,0.9608942760746156,0,60,,Voxtral_CN,"No, but Bobo likes to play with balls.","Good, the white rabbit is here."
00606_0005_angry_0005_000450,0005,angry,happy,neutral,happy,happy,happy,happy,happy,True,True,True,True,True,0.2222222222222222,0.8894214630126953,True,0.008000001311302185,0.5233179330825806,27.844515457567155,0.7201522588729858,0.04404823109507561,1.019694447517395,0.02081390470266342,0.05424538370929658,0.9388348358942737,0,60,,Voxtral_CN,I often go to the bar near our dormitory.,I often go to the bar near my apartment.
00607_0005_angry_0005_000354,0005,angry,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.875,0.24613548815250397,False,0.008000001311302185,0.6362839937210083,26.46932301911134,3.3692493438720703,0.02602107636630535,1.7743144035339355,0.018842248246073723,0.043764408824127174,0.9922768920579796,4,60,,Voxtral_CN,"No matter how you look at it, the host team seems to be the one losing.","Whatever the case, the host is very happy to have you."
00608_0005_angry_0005_000681,0005,angry,happy,neutral,happy,happy,happy,happy,happy,True,True,True,True,True,0.3333333333333333,0.838604748249054,True,0.008000001311302185,0.5023102164268494,29.001629942143595,1.1084712743759155,0.02777639590203762,0.7870814800262451,0.011705845594406128,0.03564732776075601,0.9749417088704657,1,60,,Voxtral_CN,"So I asked him, ""Can you buy my ticket?""","I asked the lady, ""Can you buy my ticket?"""
00609_0005_angry_0005_000504,0005,angry,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,1.6,0.7295205593109131,False,0.008000001311302185,0.6840213537216187,28.563510805773852,2.7072343826293945,0.24113744497299194,1.7790571451187134,0.02237910032272339,0.2589282402151823,0.9109284934765095,10,60,,Voxtral_CN,I can only speak Mandarin.,"I won't say other foreign languages, only Wu Tong Tong."
00610_0005_angry_0005_000490,0005,angry,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,1.1666666666666667,0.25026750564575195,False,0.008000001311302185,0.6023580431938171,27.699925364020924,2.366220235824585,0.033550530672073364,2.9375507831573486,0.025904837995767593,0.0629262975520268,0.9858210448190248,7,60,,Voxtral_CN,I know I'm a big mouth.,I also hope to go to the big screen.
00611_0005_angry_0005_000385,0005,angry,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.3333333333333333,0.9804096817970276,True,0.008000001311302185,0.7354837656021118,25.590255118942757,2.824370861053467,0.1642863154411316,1.0250285863876343,0.028841814026236534,0.17453688972314818,0.9418325979401111,7,60,,Voxtral_CN,"So, innocent people won't be killed.",so the innocent people won't be killed.
00612_0005_angry_0005_000533,0005,angry,happy,surprise,surprise,surprise,happy,happy,happy,True,True,True,True,True,0.6363636363636364,0.41834375262260437,False,0.008000001311302185,0.6057345867156982,28.05272465572608,4.154153347015381,0.1332462728023529,1.3941761255264282,0.027426153421401978,0.1471883083191514,0.9679245656884367,11,60,,Voxtral_CN,You would never guess he was planning to have a child.,You can't miss that he's getting ready to have a baby.
00613_0005_angry_0005_000594,0005,angry,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.7142857142857143,0.21114978194236755,False,0.008000001311302185,0.6078600883483887,24.09731812898995,3.3907783031463623,0.20405441522598267,2.870774030685425,0.027336962521076202,0.23276242890246213,0.9398207735856287,6,60,,Voxtral_CN,My direct contact number is not much.,My direct relatives are more than 1000.
00614_0005_angry_0005_000677,0005,angry,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,1.3333333333333333,0.7567507028579712,False,0.008000001311302185,0.859691858291626,22.175766681191323,1.8076069355010986,0.015211774036288261,1.9232964515686035,0.033094074577093124,0.034445069492720075,0.9915845786284996,4,60,,Voxtral_CN,"I like to eat, I don't understand, you understand?","I like to eat wrongly, and I don't care. Sometimes I don't know, you go out and eat."
00615_0005_angry_0005_000442,0005,angry,happy,neutral,happy,happy,happy,happy,happy,True,True,True,True,True,1.0,0.5931684970855713,False,0.00800000037997961,0.5231489539146423,29.99225061599582,0.9043539762496948,0.030529676005244255,2.0102365016937256,0.021598374471068382,0.05063225700592622,0.9662414532284702,0,60,,Voxtral_CN,"Won't be so bad, I'm 16 too.",福魁就把我当小孩了，我也是16岁。
00616_0005_angry_0005_000517,0005,angry,happy,surprise,happy,happy,happy,happy,happy,True,True,True,True,True,1.0,0.9988359212875366,True,0.008000001311302185,0.3706597089767456,32.74469961472447,0.7305588722229004,0.023240257054567337,0.5732919573783875,0.008570780977606773,0.028973262336160988,0.9681883857164676,0,60,,Voxtral_CN,太妙了，我想换一些日元。,太妙啦，我想换一些日元。
00617_0005_angry_0005_000683,0005,angry,happy,sad,neutral,happy,happy,happy,happy,True,True,True,True,True,11.0,0.3757365345954895,False,0.008000001311302185,0.5939039587974548,25.57263723252177,1.4957799911499023,0.049138590693473816,3.1311838626861572,0.03084789775311947,0.08045073779931292,0.9671485171721693,7,60,,Voxtral_CN,坐我这船就没这店了。,"If I miss this opportunity, I won't have this chance again."
00618_0005_angry_0005_000605,0005,angry,happy,neutral,neutral,happy,happy,happy,happy,True,True,True,True,True,0.625,0.22847406566143036,False,0.008000001311302185,0.6475251913070679,24.924900119770577,1.7996799945831299,0.05111636966466904,1.5133068561553955,0.03129000961780548,0.06624975112631917,0.9715969673394578,10,60,,Voxtral_CN,My first job was to be a waiter.,The most important job is to be a user.
00619_0005_angry_0005_000364,0005,angry,happy,neutral,neutral,happy,happy,happy,happy,True,True,True,True,True,0.4444444444444444,0.882172703742981,True,0.00800000037997961,0.5208244919776917,31.206425458558613,1.2068846225738525,0.02034824714064598,0.44451770186424255,0.01212219800800085,0.024793545381268486,0.9831398571495173,1,60,,Voxtral_CN,"Whoever you don't know, I'm happy to help you.",Who do you not know? I'm happy to help you.
00620_0005_angry_0005_000471,0005,angry,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.0,1.0,True,0.008000001311302185,0.6627723574638367,26.172755226166057,2.9103362560272217,0.05397166311740875,0.6766515970230103,0.03379546105861664,0.060738517042249446,0.9814551796186317,10,60,,Voxtral_CN,Then you are far away from the city.,Then you are far away from the city.
