sample_id,text_id,layer,semantic_emotion,prosody_emotion,pred_emotion,margin,logit_semantic,logit_prosody,win_semantic,win_prosody,win_other,generated_token,predicted_token,sanity_match,logit_neutral,logit_happy,logit_sad,logit_angry,logit_surprised
t009_angry,t009,10,neutral,angry,happy,2.90625,-0.34375,2.5625,0,0,1,Sur,The,False,-0.34375,6.03125,-0.4765625,2.5625,2.609375
t009_angry,t009,11,neutral,angry,happy,4.40625,-1.65625,2.75,0,0,1,Sur,The,False,-1.65625,5.15625,-0.70703125,2.75,2.828125
t009_angry,t009,12,neutral,angry,happy,3.15625,-1.640625,1.515625,0,0,1,Sur,The,False,-1.640625,6.59375,-0.90234375,1.515625,1.875
t009_angry,t009,13,neutral,angry,happy,2.796875,-1.796875,1.0,0,0,1,Sur,The,False,-1.796875,5.46875,-0.10546875,1.0,2.34375
t009_angry,t009,14,neutral,angry,happy,2.0664062,-1.1015625,0.96484375,0,0,1,Sur,The,False,-1.1015625,5.4375,0.56640625,0.96484375,2.765625
t009_angry,t009,15,neutral,angry,happy,2.2070312,-1.78125,0.42578125,0,0,1,Sur,The,False,-1.78125,4.40625,0.5625,0.42578125,2.546875
t009_angry,t009,16,neutral,angry,happy,0.83203125,-1.796875,-0.96484375,0,0,1,Sur,The,False,-1.796875,4.09375,0.29296875,-0.96484375,2.265625
t009_angry,t009,17,neutral,angry,happy,1.0859375,-1.3203125,-0.234375,0,0,1,Sur,The,False,-1.3203125,4.875,-0.96484375,-0.234375,1.6015625
t009_angry,t009,18,neutral,angry,happy,1.828125,-1.25,0.578125,0,0,1,Sur,The,False,-1.25,4.84375,-1.4765625,0.578125,1.3203125
t009_angry,t009,19,neutral,angry,happy,2.1425781,-1.9296875,0.21289062,0,0,1,Sur,The,False,-1.9296875,6.25,-1.4296875,0.21289062,0.88671875
t009_angry,t009,20,neutral,angry,happy,0.9765625,-2.59375,-1.6171875,0,0,1,Sur,The,False,-2.59375,4.0625,-3.09375,-1.6171875,-0.60546875
t009_angry,t009,21,neutral,angry,happy,-3.53125,1.515625,-2.015625,0,0,1,Sur,The,False,1.515625,3.640625,-4.15625,-2.015625,0.7109375
t009_angry,t009,22,neutral,angry,happy,-2.359375,1.0,-1.359375,0,0,1,Sur,The,False,1.0,3.421875,-3.28125,-1.359375,0.7421875
t009_angry,t009,23,neutral,angry,happy,-5.546875,4.1875,-1.359375,0,0,1,Sur,The,False,4.1875,5.03125,-0.70703125,-1.359375,0.76171875
t009_angry,t009,24,neutral,angry,happy,-5.359375,2.5,-2.859375,0,0,1,Sur,The,False,2.5,3.546875,1.2421875,-2.859375,-0.03173828
t009_angry,t009,25,neutral,angry,neutral,-6.34375,4.875,-1.46875,1,0,0,Sur,The,False,4.875,2.875,0.5859375,-1.46875,1.5703125
t009_angry,t009,26,neutral,angry,neutral,-7.1875,8.625,1.4375,1,0,0,Sur,The,False,8.625,6.03125,4.03125,1.4375,3.484375
t009_angry,t009,27,neutral,angry,neutral,-6.921875,8.375,1.453125,1,0,0,Sur,The,False,8.375,6.5,3.09375,1.453125,3.8125
t009_angry,t009,28,neutral,angry,neutral,-6.859375,9.75,2.890625,1,0,0,Sur,The,False,9.75,7.03125,4.1875,2.890625,3.296875
t009_angry,t009,29,neutral,angry,surprised,-5.921875,9.3125,3.390625,0,0,1,Sur,The,False,9.3125,6.9375,6.46875,3.390625,16.75
t009_angry,t009,30,neutral,angry,surprised,0.5,8.625,9.125,0,0,1,Sur,The,False,8.625,8.8125,6.15625,9.125,14.625
t009_angry,t009,31,neutral,angry,surprised,-3.375,12.5,9.125,0,0,1,Sur,The,False,12.5,8.0625,5.5625,9.125,14.4375
t009_angry,t009,32,neutral,angry,surprised,0.875,12.0625,12.9375,0,0,1,Sur,The,False,12.0625,8.375,5.1875,12.9375,15.0625
t009_angry,t009,33,neutral,angry,surprised,1.3125,12.1875,13.5,0,0,1,Sur,The,False,12.1875,10.75,6.90625,13.5,26.0
t009_angry,t009,34,neutral,angry,surprised,2.4375,9.75,12.1875,0,0,1,Sur,The,False,9.75,7.53125,6.0625,12.1875,18.0
t009_angry,t009,35,neutral,angry,surprised,-1.875,33.75,31.875,0,0,1,Sur,The,False,33.75,30.125,23.875,31.875,38.5
t009_surprised,t009,0,neutral,surprised,happy,-2.28125,2.4375,0.15625,0,0,1,Sur,The,False,2.4375,8.8125,3.140625,-1.109375,0.15625
t009_surprised,t009,1,neutral,surprised,happy,-0.171875,2.34375,2.171875,0,0,1,Sur,The,False,2.34375,10.1875,4.3125,-0.625,2.171875
t009_surprised,t009,2,neutral,surprised,happy,-2.265625,4.46875,2.203125,0,0,1,Sur,The,False,4.46875,10.0,5.15625,-0.20800781,2.203125
t009_surprised,t009,3,neutral,surprised,happy,0.53125,4.78125,5.3125,0,0,1,Sur,The,False,4.78125,9.375,7.40625,1.9140625,5.3125
t009_surprised,t009,4,neutral,surprised,happy,0.53125,2.796875,3.328125,0,0,1,Sur,The,False,2.796875,5.375,3.328125,2.96875,3.328125
t009_surprised,t009,5,neutral,surprised,happy,3.0234375,0.7109375,3.734375,0,0,1,Sur,The,False,0.7109375,5.90625,2.03125,3.4375,3.734375
t009_surprised,t009,6,neutral,surprised,happy,1.90625,1.25,3.15625,0,0,1,Sur,The,False,1.25,6.53125,0.6953125,2.421875,3.15625
t009_surprised,t009,7,neutral,surprised,happy,3.362793,-0.11279297,3.25,0,0,1,Sur,The,False,-0.11279297,7.03125,0.28125,3.5,3.25
t009_surprised,t009,8,neutral,surprised,happy,2.8129883,0.030761719,2.84375,0,0,1,Sur,The,False,0.030761719,6.5,0.390625,3.015625,2.84375
t009_surprised,t009,9,neutral,surprised,happy,3.6523438,-0.65234375,3.0,0,0,1,Sur,The,False,-0.65234375,6.1875,0.060302734,2.34375,3.0
t009_surprised,t009,10,neutral,surprised,happy,2.9296875,-0.3203125,2.609375,0,0,1,Sur,The,False,-0.3203125,6.28125,-0.5625,2.53125,2.609375
t009_surprised,t009,11,neutral,surprised,happy,4.5625,-1.6875,2.875,0,0,1,Sur,The,False,-1.6875,5.4375,-0.6796875,2.65625,2.875
t009_surprised,t009,12,neutral,surprised,happy,3.8125,-1.75,2.0625,0,0,1,Sur,The,False,-1.75,6.71875,-0.9140625,1.4609375,2.0625
t009_surprised,t009,13,neutral,surprised,happy,4.4453125,-1.8203125,2.625,0,0,1,Sur,The,False,-1.8203125,5.5,-0.18652344,0.9140625,2.625
t009_surprised,t009,14,neutral,surprised,happy,4.140625,-1.234375,2.90625,0,0,1,Sur,The,False,-1.234375,5.3125,0.27148438,0.875,2.90625
t009_surprised,t009,15,neutral,surprised,happy,4.390625,-1.71875,2.671875,0,0,1,Sur,The,False,-1.71875,4.40625,0.44140625,0.43554688,2.671875
t009_surprised,t009,16,neutral,surprised,happy,3.9453125,-1.6796875,2.265625,0,0,1,Sur,The,False,-1.6796875,4.15625,0.16210938,-0.98828125,2.265625
t009_surprised,t009,17,neutral,surprised,happy,2.7734375,-1.3046875,1.46875,0,0,1,Sur,The,False,-1.3046875,4.84375,-1.2265625,-0.25390625,1.46875
t009_surprised,t009,18,neutral,surprised,happy,2.71875,-1.359375,1.359375,0,0,1,Sur,The,False,-1.359375,4.96875,-1.7109375,0.4609375,1.359375
t009_surprised,t009,19,neutral,surprised,happy,3.1875,-2.15625,1.03125,0,0,1,Sur,The,False,-2.15625,6.4375,-1.703125,-0.021484375,1.03125
t009_surprised,t009,20,neutral,surprised,happy,2.2324219,-2.625,-0.39257812,0,0,1,Sur,The,False,-2.625,4.5,-3.171875,-1.4765625,-0.39257812
t009_surprised,t009,21,neutral,surprised,happy,-0.79296875,1.5078125,0.71484375,0,0,1,Sur,The,False,1.5078125,4.15625,-4.96875,-2.21875,0.71484375
t009_surprised,t009,22,neutral,surprised,happy,0.48046875,0.5078125,0.98828125,0,0,1,Sur,The,False,0.5078125,4.125,-3.90625,-1.625,0.98828125
t009_surprised,t009,23,neutral,surprised,happy,-1.4921875,2.515625,1.0234375,0,0,1,Sur,The,False,2.515625,5.09375,-1.8359375,-2.1875,1.0234375
t009_surprised,t009,24,neutral,surprised,happy,0.22851562,0.21875,0.44726562,0,0,1,Sur,The,False,0.21875,3.140625,0.37890625,-3.859375,0.44726562
t009_surprised,t009,25,neutral,surprised,neutral,-0.5625,2.78125,2.21875,1,0,0,Sur,The,False,2.78125,2.4375,-0.78125,-2.671875,2.21875
t009_surprised,t009,26,neutral,surprised,neutral,-2.625,7.0625,4.4375,1,0,0,Sur,The,False,7.0625,5.28125,2.96875,0.44726562,4.4375
t009_surprised,t009,27,neutral,surprised,neutral,-2.59375,7.21875,4.625,1,0,0,Sur,The,False,7.21875,5.84375,2.671875,0.2578125,4.625
t009_surprised,t009,28,neutral,surprised,neutral,-4.640625,8.5625,3.921875,1,0,0,Sur,The,False,8.5625,6.59375,3.96875,1.796875,3.921875
t009_surprised,t009,29,neutral,surprised,surprised,12.15625,7.71875,19.875,0,1,0,Sur,The,False,7.71875,5.96875,5.90625,1.765625,19.875
t009_surprised,t009,30,neutral,surprised,surprised,10.3125,6.8125,17.125,0,1,0,Sur,The,False,6.8125,7.125,4.65625,3.59375,17.125
t009_surprised,t009,31,neutral,surprised,surprised,5.25,11.125,16.375,0,1,0,Sur,The,False,11.125,7.21875,4.1875,3.578125,16.375
t009_surprised,t009,32,neutral,surprised,surprised,6.3125,10.9375,17.25,0,1,0,Sur,The,False,10.9375,7.28125,4.15625,4.90625,17.25
t009_surprised,t009,33,neutral,surprised,surprised,18.6875,10.5625,29.25,0,1,0,Sur,The,False,10.5625,9.1875,5.625,6.0,29.25
t009_surprised,t009,34,neutral,surprised,surprised,11.125,8.625,19.75,0,1,0,Sur,The,False,8.625,6.5,5.375,5.40625,19.75
t009_surprised,t009,35,neutral,surprised,surprised,7.25,32.5,39.75,0,1,0,Sur,The,False,32.5,29.0,23.25,26.125,39.75
t010_neutral,t010,0,happy,neutral,happy,-5.7109375,7.15625,1.4453125,1,0,0,Happy,The,False,1.4453125,7.15625,2.53125,0.16699219,1.375
t010_neutral,t010,1,happy,neutral,happy,-7.0078125,8.4375,1.4296875,1,0,0,Happy,The,False,1.4296875,8.4375,3.546875,0.25195312,3.25
t010_neutral,t010,2,happy,neutral,happy,-4.5625,8.4375,3.875,1,0,0,Happy,The,False,3.875,8.4375,4.40625,0.625,3.46875
t010_neutral,t010,3,happy,neutral,happy,-4.0625,8.625,4.5625,1,0,0,Happy,The,False,4.5625,8.625,7.34375,2.546875,6.59375
t010_neutral,t010,4,happy,neutral,happy,-2.171875,4.8125,2.640625,1,0,0,Happy,The,False,2.640625,4.8125,3.578125,3.265625,4.03125
t010_neutral,t010,5,happy,neutral,happy,-4.9726562,5.65625,0.68359375,1,0,0,Happy,The,False,0.68359375,5.65625,2.578125,3.453125,4.34375
t010_neutral,t010,6,happy,neutral,happy,-5.3984375,6.65625,1.2578125,1,0,0,Happy,The,False,1.2578125,6.65625,1.359375,2.4375,3.78125
t010_neutral,t010,7,happy,neutral,happy,-7.1757812,7.28125,0.10546875,1,0,0,Happy,The,False,0.10546875,7.28125,0.87109375,3.4375,3.734375
t010_neutral,t010,8,happy,neutral,happy,-6.4941406,6.75,0.25585938,1,0,0,Happy,The,False,0.25585938,6.75,0.99609375,2.96875,3.234375
t010_neutral,t010,9,happy,neutral,happy,-7.3398438,6.53125,-0.80859375,1,0,0,Happy,The,False,-0.80859375,6.53125,0.515625,2.171875,3.515625
t010_neutral,t010,10,happy,neutral,happy,-7.3242188,6.65625,-0.66796875,1,0,0,Happy,The,False,-0.66796875,6.65625,-0.068847656,2.15625,2.765625
t010_neutral,t010,11,happy,neutral,happy,-7.359375,5.40625,-1.953125,1,0,0,Happy,The,False,-1.953125,5.40625,-0.16894531,2.453125,3.09375
t010_neutral,t010,12,happy,neutral,happy,-8.609375,6.78125,-1.828125,1,0,0,Happy,The,False,-1.828125,6.78125,-0.20214844,1.53125,2.34375
t010_neutral,t010,13,happy,neutral,happy,-7.828125,5.5625,-2.265625,1,0,0,Happy,The,False,-2.265625,5.5625,0.43359375,1.0546875,2.703125
t010_neutral,t010,14,happy,neutral,happy,-6.828125,5.46875,-1.359375,1,0,0,Happy,The,False,-1.359375,5.46875,0.9140625,0.8125,3.125
t010_neutral,t010,15,happy,neutral,happy,-6.296875,4.5,-1.796875,1,0,0,Happy,The,False,-1.796875,4.5,0.90234375,0.59375,3.03125
t010_neutral,t010,16,happy,neutral,happy,-5.6328125,4.0625,-1.5703125,1,0,0,Happy,The,False,-1.5703125,4.0625,0.51953125,-1.0546875,2.5
t010_neutral,t010,17,happy,neutral,happy,-5.5585938,4.59375,-0.96484375,1,0,0,Happy,The,False,-0.96484375,4.59375,-0.79296875,-0.17578125,1.9765625
t010_neutral,t010,18,happy,neutral,happy,-5.6328125,4.6875,-0.9453125,1,0,0,Happy,The,False,-0.9453125,4.6875,-1.4921875,0.4375,1.5234375
t010_neutral,t010,19,happy,neutral,happy,-8.53125,6.4375,-2.09375,1,0,0,Happy,The,False,-2.09375,6.4375,-1.421875,0.067871094,0.7421875
t010_neutral,t010,20,happy,neutral,happy,-7.21875,4.78125,-2.4375,1,0,0,Happy,The,False,-2.4375,4.78125,-2.609375,-1.8515625,-0.15332031
t010_neutral,t010,21,happy,neutral,happy,-5.397461,5.46875,0.07128906,1,0,0,Happy,The,False,0.07128906,5.46875,-4.15625,-2.4375,-0.76953125
t010_neutral,t010,22,happy,neutral,happy,-6.6015625,5.96875,-0.6328125,1,0,0,Happy,The,False,-0.6328125,5.96875,-3.453125,-1.4453125,-0.48242188
t010_neutral,t010,23,happy,neutral,happy,-7.0390625,9.0,1.9609375,1,0,0,Happy,The,False,1.9609375,9.0,-0.55078125,-1.0,-0.32617188
t010_neutral,t010,24,happy,neutral,happy,-10.2734375,9.3125,-0.9609375,1,0,0,Happy,The,False,-0.9609375,9.3125,0.88671875,-3.5,-1.9296875
t010_neutral,t010,25,happy,neutral,happy,-7.0039062,7.71875,0.71484375,1,0,0,Happy,The,False,0.71484375,7.71875,0.40625,-2.359375,-1.1328125
t010_neutral,t010,26,happy,neutral,happy,-10.71875,12.1875,1.46875,1,0,0,Happy,The,False,1.46875,12.1875,1.890625,0.0004234314,0.005706787
t010_neutral,t010,27,happy,neutral,happy,-11.59375,12.8125,1.21875,1,0,0,Happy,The,False,1.21875,12.8125,1.3828125,-0.33007812,0.40820312
t010_neutral,t010,28,happy,neutral,happy,-11.71875,14.4375,2.71875,1,0,0,Happy,The,False,2.71875,14.4375,2.328125,0.22949219,0.19433594
t010_neutral,t010,29,happy,neutral,happy,-14.203125,17.75,3.546875,1,0,0,Happy,The,False,3.546875,17.75,3.671875,0.57421875,2.859375
t010_neutral,t010,30,happy,neutral,happy,-20.0625,24.375,4.3125,1,0,0,Happy,The,False,4.3125,24.375,3.578125,2.390625,3.84375
t010_neutral,t010,31,happy,neutral,happy,-14.25,22.625,8.375,1,0,0,Happy,The,False,8.375,22.625,4.75,3.109375,4.21875
t010_neutral,t010,32,happy,neutral,happy,-15.8125,24.5,8.6875,1,0,0,Happy,The,False,8.6875,24.5,5.90625,3.15625,5.5
t010_neutral,t010,33,happy,neutral,happy,-18.0625,27.875,9.8125,1,0,0,Happy,The,False,9.8125,27.875,4.96875,3.15625,8.375
t010_neutral,t010,34,happy,neutral,happy,-10.125,18.625,8.5,1,0,0,Happy,The,False,8.5,18.625,4.3125,3.28125,7.71875
t010_neutral,t010,35,happy,neutral,happy,-5.0,38.0,33.0,1,0,0,Happy,The,False,33.0,38.0,22.625,24.5,33.25
t010_sad,t010,0,happy,sad,happy,-7.34375,8.4375,1.09375,1,0,0,The,The,True,-0.63671875,8.4375,1.09375,0.14550781,0.8671875
t010_sad,t010,1,happy,sad,happy,-6.84375,9.0625,2.21875,1,0,0,The,The,True,-0.6875,9.0625,2.21875,-0.16894531,2.296875
t010_sad,t010,2,happy,sad,happy,-5.078125,8.8125,3.734375,1,0,0,The,The,True,2.390625,8.8125,3.734375,-0.19140625,2.484375
t010_sad,t010,3,happy,sad,happy,-2.0625,8.4375,6.375,1,0,0,The,The,True,3.25,8.4375,6.375,1.96875,5.6875
t010_sad,t010,4,happy,sad,happy,-1.796875,4.625,2.828125,1,0,0,The,The,True,1.7734375,4.625,2.828125,3.171875,3.328125
t010_sad,t010,5,happy,sad,happy,-3.8046875,5.6875,1.8828125,1,0,0,The,The,True,0.23730469,5.6875,1.8828125,3.34375,3.953125
t010_sad,t010,6,happy,sad,happy,-5.6289062,6.34375,0.71484375,1,0,0,The,The,True,0.7578125,6.34375,0.71484375,2.484375,3.484375
t010_sad,t010,7,happy,sad,happy,-6.4179688,6.9375,0.51953125,1,0,0,The,The,True,-0.49023438,6.9375,0.51953125,3.28125,3.484375
t010_sad,t010,8,happy,sad,happy,-6.029297,6.375,0.34570312,1,0,0,The,The,True,-0.578125,6.375,0.34570312,2.90625,3.015625
t010_sad,t010,9,happy,sad,happy,-5.8496094,6.0625,0.21289062,1,0,0,The,The,True,-1.25,6.0625,0.21289062,2.15625,3.53125
t010_sad,t010,10,happy,sad,happy,-6.4941406,6.21875,-0.27539062,1,0,0,The,The,True,-1.09375,6.21875,-0.27539062,2.21875,2.734375
t010_sad,t010,11,happy,sad,happy,-5.3691406,5.1875,-0.18164062,1,0,0,The,The,True,-2.296875,5.1875,-0.18164062,2.515625,3.125
t010_sad,t010,12,happy,sad,happy,-6.8183594,6.46875,-0.34960938,1,0,0,The,The,True,-2.078125,6.46875,-0.34960938,1.375,2.375
t010_sad,t010,13,happy,sad,happy,-5.069336,5.3125,0.24316406,1,0,0,The,The,True,-2.28125,5.3125,0.24316406,0.86328125,2.703125
t010_sad,t010,14,happy,sad,happy,-4.5585938,5.3125,0.75390625,1,0,0,The,The,True,-1.4296875,5.3125,0.75390625,0.75390625,3.0
t010_sad,t010,15,happy,sad,happy,-3.59375,4.4375,0.84375,1,0,0,The,The,True,-1.7578125,4.4375,0.84375,0.50390625,2.875
t010_sad,t010,16,happy,sad,happy,-3.609375,4.125,0.515625,1,0,0,The,The,True,-1.5625,4.125,0.515625,-1.1875,2.3125
t010_sad,t010,17,happy,sad,happy,-5.4179688,4.6875,-0.73046875,1,0,0,The,The,True,-1.0859375,4.6875,-0.73046875,-0.40625,1.8515625
t010_sad,t010,18,happy,sad,happy,-5.8359375,4.59375,-1.2421875,1,0,0,The,The,True,-1.125,4.59375,-1.2421875,0.12890625,1.59375
t010_sad,t010,19,happy,sad,happy,-6.3847656,6.0,-0.38476562,1,0,0,The,The,True,-0.83203125,6.0,-0.38476562,0.080566406,0.66796875
t010_sad,t010,20,happy,sad,happy,-5.703125,3.828125,-1.875,1,0,0,The,The,True,-1.5703125,3.828125,-1.875,-1.9765625,-0.83203125
t010_sad,t010,21,happy,sad,happy,-5.6875,3.609375,-2.078125,1,0,0,The,The,True,1.7578125,3.609375,-2.078125,-2.421875,-0.37304688
t010_sad,t010,22,happy,sad,happy,-6.4609375,4.46875,-1.9921875,1,0,0,The,The,True,2.453125,4.46875,-1.9921875,-1.828125,1.140625
t010_sad,t010,23,happy,sad,happy,-6.0703125,7.03125,0.9609375,1,0,0,The,The,True,6.59375,7.03125,0.9609375,-1.125,0.90625
t010_sad,t010,24,happy,sad,happy,-4.25,6.3125,2.0625,1,0,0,The,The,True,5.53125,6.3125,2.0625,-2.609375,-0.41210938
t010_sad,t010,25,happy,sad,neutral,-3.34375,5.5,2.15625,0,0,1,The,The,True,5.90625,5.5,2.15625,-1.2578125,0.5078125
t010_sad,t010,26,happy,sad,happy,-3.53125,9.8125,6.28125,1,0,0,The,The,True,9.25,9.8125,6.28125,0.89453125,2.21875
t010_sad,t010,27,happy,sad,happy,-5.8125,11.5,5.6875,1,0,0,The,The,True,8.8125,11.5,5.6875,1.203125,3.0625
t010_sad,t010,28,happy,sad,happy,-7.0,12.75,5.75,1,0,0,The,The,True,10.125,12.75,5.75,2.0625,2.859375
t010_sad,t010,29,happy,sad,happy,-9.09375,16.5,7.40625,1,0,0,The,The,True,11.3125,16.5,7.40625,3.171875,7.09375
t010_sad,t010,30,happy,sad,happy,-15.84375,22.625,6.78125,1,0,0,The,The,True,12.6875,22.625,6.78125,5.0,7.25
t010_sad,t010,31,happy,sad,happy,-13.53125,20.875,7.34375,1,0,0,The,The,True,19.125,20.875,7.34375,5.21875,7.84375
t010_sad,t010,32,happy,sad,happy,-11.8125,22.0,10.1875,1,0,0,The,The,True,18.375,22.0,10.1875,5.9375,9.1875
t010_sad,t010,33,happy,sad,happy,-12.125,22.125,10.0,1,0,0,The,The,True,19.125,22.125,10.0,6.03125,14.0
t010_sad,t010,34,happy,sad,happy,-6.75,14.8125,8.0625,1,0,0,The,The,True,12.25,14.8125,8.0625,5.5625,11.5625
t010_sad,t010,35,happy,sad,neutral,-9.375,35.5,26.125,0,0,1,The,The,True,36.5,35.5,26.125,27.125,35.5
t010_angry,t010,0,happy,angry,happy,-6.515625,6.96875,0.453125,1,0,0,The,The,True,1.65625,6.96875,1.5234375,0.453125,1.5625
t010_angry,t010,1,happy,angry,happy,-8.025391,8.375,0.34960938,1,0,0,The,The,True,1.5,8.375,2.875,0.34960938,3.125
t010_angry,t010,2,happy,angry,happy,-7.7617188,8.3125,0.55078125,1,0,0,The,The,True,3.984375,8.3125,4.0625,0.55078125,3.421875
t010_angry,t010,3,happy,angry,happy,-6.140625,8.625,2.484375,1,0,0,The,The,True,4.5,8.625,6.75,2.484375,6.3125
t010_angry,t010,4,happy,angry,happy,-1.34375,4.78125,3.4375,1,0,0,The,The,True,2.65625,4.78125,2.96875,3.4375,3.6875
t010_angry,t010,5,happy,angry,happy,-1.96875,5.59375,3.625,1,0,0,The,The,True,0.76171875,5.59375,2.0625,3.625,4.03125
t010_angry,t010,6,happy,angry,happy,-3.859375,6.4375,2.578125,1,0,0,The,The,True,1.453125,6.4375,1.0546875,2.578125,3.59375
t010_angry,t010,7,happy,angry,happy,-3.703125,7.1875,3.484375,1,0,0,The,The,True,0.17285156,7.1875,0.66796875,3.484375,3.625
t010_angry,t010,8,happy,angry,happy,-3.6875,6.6875,3.0,1,0,0,The,The,True,0.040527344,6.6875,0.71484375,3.0,3.21875
t010_angry,t010,9,happy,angry,happy,-3.953125,6.25,2.296875,1,0,0,The,The,True,-0.765625,6.25,0.096191406,2.296875,3.59375
t010_angry,t010,10,happy,angry,happy,-3.75,6.3125,2.5625,1,0,0,The,The,True,-0.58203125,6.3125,-0.34960938,2.5625,2.921875
t010_angry,t010,11,happy,angry,happy,-2.109375,4.96875,2.859375,1,0,0,The,The,True,-1.8828125,4.96875,-0.25390625,2.859375,3.28125
t010_angry,t010,12,happy,angry,happy,-4.5859375,6.4375,1.8515625,1,0,0,The,The,True,-1.640625,6.4375,-0.23632812,1.8515625,2.578125
t010_angry,t010,13,happy,angry,happy,-4.125,5.28125,1.15625,1,0,0,The,The,True,-2.0,5.28125,0.296875,1.15625,3.0625
t010_angry,t010,14,happy,angry,happy,-4.3359375,5.34375,1.0078125,1,0,0,The,The,True,-1.1484375,5.34375,0.76171875,1.0078125,3.140625
t010_angry,t010,15,happy,angry,happy,-3.5625,4.28125,0.71875,1,0,0,The,The,True,-1.5,4.28125,0.7421875,0.71875,2.875
t010_angry,t010,16,happy,angry,happy,-4.8671875,3.796875,-1.0703125,1,0,0,The,The,True,-1.4296875,3.796875,0.2421875,-1.0703125,2.421875
t010_angry,t010,17,happy,angry,happy,-4.669922,4.46875,-0.20117188,1,0,0,The,The,True,-0.9375,4.46875,-0.98828125,-0.20117188,1.9609375
t010_angry,t010,18,happy,angry,happy,-4.279297,4.46875,0.18945312,1,0,0,The,The,True,-1.0078125,4.46875,-1.3203125,0.18945312,1.5546875
t010_angry,t010,19,happy,angry,happy,-5.5498047,5.53125,-0.018554688,1,0,0,The,The,True,-0.71875,5.53125,-0.6953125,-0.018554688,0.67578125
t010_angry,t010,20,happy,angry,happy,-5.40625,3.296875,-2.109375,1,0,0,The,The,True,-1.5234375,3.296875,-2.515625,-2.109375,-0.9765625
t010_angry,t010,21,happy,angry,happy,-4.703125,2.59375,-2.109375,1,0,0,The,The,True,1.0703125,2.59375,-3.109375,-2.109375,-0.40429688
t010_angry,t010,22,happy,angry,happy,-4.3359375,3.03125,-1.3046875,1,0,0,The,The,True,1.7734375,3.03125,-3.0625,-1.3046875,1.2578125
t010_angry,t010,23,happy,angry,neutral,-5.1328125,4.5,-0.6328125,0,0,1,The,The,True,4.84375,4.5,-0.11279297,-0.6328125,1.6328125
t010_angry,t010,24,happy,angry,happy,-5.8515625,4.0625,-1.7890625,1,0,0,The,The,True,4.03125,4.0625,1.6171875,-1.7890625,0.6328125
t010_angry,t010,25,happy,angry,neutral,-4.1396484,4.1875,0.047851562,0,0,1,The,The,True,5.1875,4.1875,1.28125,0.047851562,1.3359375
t010_angry,t010,26,happy,angry,neutral,-4.578125,7.5,2.921875,0,0,1,The,The,True,7.78125,7.5,3.953125,2.921875,3.671875
t010_angry,t010,27,happy,angry,happy,-5.703125,8.875,3.171875,1,0,0,The,The,True,7.1875,8.875,3.28125,3.171875,3.84375
t010_angry,t010,28,happy,angry,happy,-6.0,10.3125,4.3125,1,0,0,The,The,True,9.25,10.3125,3.53125,4.3125,3.84375
t010_angry,t010,29,happy,angry,surprised,-5.6875,12.25,6.5625,0,0,1,The,The,True,9.4375,12.25,5.21875,6.5625,13.25
t010_angry,t010,30,happy,angry,happy,-3.0,17.375,14.375,1,0,0,The,The,True,9.25,17.375,4.625,14.375,12.5
t010_angry,t010,31,happy,angry,happy,-2.75,17.125,14.375,1,0,0,The,The,True,12.875,17.125,5.78125,14.375,13.625
t010_angry,t010,32,happy,angry,angry,0.125,17.375,17.5,0,1,0,The,The,True,12.4375,17.375,5.6875,17.5,15.0625
t010_angry,t010,33,happy,angry,surprised,-1.875,18.875,17.0,0,0,1,The,The,True,12.5625,18.875,6.1875,17.0,25.0
t010_angry,t010,34,happy,angry,surprised,2.0,13.0625,15.0625,0,0,1,The,The,True,10.0,13.0625,5.65625,15.0625,16.125
t010_angry,t010,35,happy,angry,surprised,-1.0,34.5,33.5,0,0,1,The,The,True,34.25,34.5,23.625,33.5,37.25
t010_surprised,t010,0,happy,surprised,happy,-4.78125,7.375,2.59375,1,0,0,Sur,The,False,2.015625,7.375,3.40625,-0.6953125,2.59375
t010_surprised,t010,1,happy,surprised,happy,-4.40625,8.8125,4.40625,1,0,0,Sur,The,False,2.03125,8.8125,4.21875,-0.14355469,4.40625
t010_surprised,t010,2,happy,surprised,happy,-4.125,8.625,4.5,1,0,0,Sur,The,False,4.375,8.625,4.90625,0.18847656,4.5
t010_surprised,t010,3,happy,surprised,happy,-1.21875,8.5625,7.34375,1,0,0,Sur,The,False,4.84375,8.5625,7.5625,1.9609375,7.34375
t010_surprised,t010,4,happy,surprised,happy,-0.3125,4.59375,4.28125,1,0,0,Sur,The,False,2.46875,4.59375,3.25,3.0,4.28125
t010_surprised,t010,5,happy,surprised,happy,-0.96875,5.375,4.40625,1,0,0,Sur,The,False,0.59765625,5.375,2.15625,3.390625,4.40625
t010_surprised,t010,6,happy,surprised,happy,-2.21875,6.125,3.90625,1,0,0,Sur,The,False,1.125,6.125,0.8828125,2.515625,3.90625
t010_surprised,t010,7,happy,surprised,happy,-2.9375,6.8125,3.875,1,0,0,Sur,The,False,-0.100097656,6.8125,0.55859375,3.515625,3.875
t010_surprised,t010,8,happy,surprised,happy,-3.09375,6.46875,3.375,1,0,0,Sur,The,False,0.024780273,6.46875,0.71875,3.03125,3.375
t010_surprised,t010,9,happy,surprised,happy,-2.609375,6.1875,3.578125,1,0,0,Sur,The,False,-0.81640625,6.1875,0.19921875,2.1875,3.578125
